region,centerCode,centerType,organizationType,accountName,address1,address2,city,state,zipCode,phone,fax,website,votingRights,membershipStatus,vaAffiliated,mainPrograms,livingPrograms,pediatricPrograms,pediatricOnly
9,VPNK,PUV,Public Organization,National Kidney Foundation,30 East 33rd Street,,New York,NY,10016,212-889-2210,212-779-0068,http://www.kidney.org,Y,Approved,N,,,,N
9,VPNY,PUV,Public Organization,New York Center for Liver Transplantation,250 Jordan Road,,Troy,NY,12180,518-533-7877,518-533-7870,http://www.nyclt.org,Y,Approved,N,,,,N
10,VPOC,PUV,Public Organization,Ohio Solid Organ Transplantation Consortium,1144 E. Home Road,Suite B,Springfield,OH,45503-2797,614-504-5705,614-504-5707,http://www.osotc.org,Y,Approved,N,,,,N
3,VPTR,PUV,Public Organization,Transplant Recipients International Organization,17560 Buckingham Garden Drive,,Lithia,FL,33547,813-800-8746,813-438-4930,http://www.trioweb.org,Y,Approved,N,,,,N
6,WABC,TT1,Independent Lab,Bloodworks Northwest Immunogenetics Laboratory,921 Terry Avenue,,Seattle,WA,98104-1256,206-689-6580,206-292-6582,https://www.bloodworksnw.org/labs/immunogenetics,Y,Approved,N,,,,N
6,WACH,TX1,Transplant Hospital,Seattle Children's Hospital,4800 Sand Point Way NE,,Seattle,WA,98105,206-987-2000,,http://www.seattlechildrens.org,Y,Approved,N,"HR, KI, LI, PA",KI,"HR, KI, LI, PA",Y
6,WALC,OP1,Independent OPO,LifeCenter Northwest,"3650 131st Avenue, SE",Suite 200,Bellevue,WA,98006,425-201-6563,425-688-7641,http://www.lcnw.org,Y,Approved,N,,,,N
6,WASH,TX1,Transplant Hospital,Providence Sacred Heart Medical Center & Children's Hospital,101 West 8th Avenue,,Spokane,WA,99204,509-474-3131,,http://www.shmc.org/,Y,Approved,N,"HR, KI",KI,,N
6,WASM,TX1,Transplant Hospital,Swedish Medical Center,747 Broadway,,Seattle,WA,98122-4307,206-386-6000,,http://www.swedish.org,Y,Approved,N,"KI, LI, PA",KI,,N
6,WAST,TT1,Independent Lab,Vitalant-Spokane,210 W. Cataldo Avenue,,Spokane,WA,99201-2217,509-232-4490,509-232-4528,http://www.vitalant.org,Y,Approved,N,,,,N
6,WAUW,TX1,Transplant Hospital,University of Washington Medical Center,1959 NE Pacific Street,,Seattle,WA,98195-6174,206-598-8181,206-598-7923,http://www.uwmedicine.org/services/,Y,Approved,N,"HL, HR, KI, LI, LU, PA","KI, LI",LU,N
6,WAVM,TX1,Transplant Hospital,Virginia Mason Medical Center,1100 9th Avenue,,Seattle,WA,98111,206-341-0925,206-341-0886,https://www.vmfh.org/,Y,Approved,N,"KI, PA",KI,,N
7,WIBC,TT1,Independent Lab,"Versiti Blood Health, Inc.",638 N. 18th Street,,Milwaukee,WI,53233-2121,414-933-5000,414-937-6202,https://versiti.org/products-services/diagnostic-laboratories,Y,Approved,N,,,,N
7,WICH,TX1,Transplant Hospital,Children's Hospital of Wisconsin,8915 West Connell Court,,Milwaukee,WI,53226,414-266-2000,,https://childrenswi.org/,Y,Approved,N,"HR, KI, LI",,"HR, KI, LI",Y
7,WIDN,OP1,Independent OPO,"Versiti Blood Health, Inc.",638 North 18th Street,,Milwaukee,WI,53233,414-937-6999,414-937-6998,https://www.versiti.org/ways-to-give/our-communities/wisconsin,Y,Approved,N,,,,N
7,WISE,TX1,Transplant Hospital,Froedtert Memorial Lutheran Hospital,9200 West Wisconsin Avenue,,Milwaukee,WI,53226,414-805-3000,,http://www.froedtert.com,Y,Approved,N,"HL, HR, KI, LI, LU, PA","KI, LI",,N
7,WISL,IT1,Hospital Based Lab,HLA Laboratory at Aurora St. Luke's Medical Center,2900 W. Oklahoma Avenue,,Milwaukee,WI,53215,414-649-7825,414-385-1902,,N,Approved,N,,,,N
7,WISL,TX1,Transplant Hospital,Aurora St. Luke's Medical Center,2900 West Oklahoma Avenue,,Milwaukee,WI,53215,414-649-3700,,http://www.aurorahealthcare.org/,Y,Approved,N,"HR, KI, LI, PA",KI,,N
7,WIUW,IO1,Hospital Based OPO,UW Health Organ and Tissue Donation,448 Science Drive,Suite 250,Madison,WI,53711-9135,608-265-0356,608-262-9099,https://www.uwhealth.org/services/organ-tissue-donation,Y,Approved,N,,,,N
7,WIUW,IT1,Hospital Based Lab,Histocompatibility Laboratory at the University of Wisconsin,448 Science Drive,Suite 250,Madison,WI,53711-9135,608-263-8815,608-263-9610,https://care.pathology.wisc.edu/hla/,N,Approved,N,,,,N
7,WIUW,TX1,Transplant Hospital,University of Wisconsin Hospital and Clinics,600 Highland Avenue,,Madison,WI,53792,608-263-6400,,http://www.uwhealth.org/,Y,Approved,N,"HL, HR, KI, LI, LU, PA","KI, LI","HR, KI, LI, LU, PA",N
2,WVCA,TX1,Transplant Hospital,Charleston Area Medical Center,501 Morris Street,,Charleston,WV,25325-1393,304-388-7823,304-388-7820,http://www.camc.org,Y,Approved,N,KI,KI,,N
2,WVWU,TX1,Transplant Hospital,West Virginia University Hospitals Inc.,1 Medical Center Drive,,Morgantown,WV,26505,304-974-3004,,http://www.wvumedicine.org,Y,Approved,N,"HR, KI",KI,,N
